song_id,artist_id,song_genre,user_id,n_listen,publish_year
556,75,5,469,11,2012
220,92,3,2581,7,2007
858,323,3,1305,10,2011
194,120,1,1055,15,2006
262,1,4,2479,11,2002
35,124,4,1375,0,2019
602,390,2,450,9,2006
27,91,4,875,0,2005
406,458,2,2772,8,2006
873,204,2,2157,14,2015
359,265,3,2632,9,2002
651,141,5,286,11,2006
230,307,3,2068,2,2009
202,495,2,460,0,2004
947,312,2,1924,9,2008
964,194,5,1808,10,2012
989,96,5,495,1,2002
819,422,4,615,10,2013
914,301,1,1935,0,2011
558,60,5,2481,12,2019
455,39,1,500,9,2000
422,243,1,2998,5,2016
596,425,3,2231,14,2014
204,383,4,2248,15,2005
360,208,1,1744,1,2012
575,285,3,1867,12,2007
84,202,2,183,1,2015
625,160,1,981,5,2006
599,170,1,2007,10,2001
925,481,4,2749,3,2013
42,493,1,1504,0,2018
962,120,5,1399,4,2016
766,404,5,2106,6,2006
275,158,4,1878,2,2012
898,308,1,2683,8,2020
61,141,4,815,5,2005
733,73,4,222,5,2008
756,155,5,1827,12,2007
849,373,3,12,7,2016
308,355,1,2673,6,2013
333,284,3,2150,14,2012
356,336,2,851,6,2013
245,162,2,618,11,2019
890,17,2,2951,6,2012
989,174,1,808,3,2017
17,457,5,2482,3,2010
530,116,4,2698,14,2020
124,204,2,528,12,2003
90,89,4,2369,8,2011
859,93,5,1240,13,2008
127,335,4,333,8,2014
278,132,1,22,12,2007
839,129,4,2542,1,2010
620,449,1,137,4,2016
64,75,2,655,15,2016
283,264,1,1900,4,2001
661,132,4,1434,7,2019
34,491,5,112,4,2005
400,361,5,30,15,2005
669,168,4,684,15,2002
181,65,4,2050,15,2017
550,140,3,1205,9,2018
493,188,4,1149,14,2012
443,290,3,831,8,2020
816,429,1,1938,5,2017
41,3,2,1392,3,2004
222,444,4,243,10,2006
248,216,5,109,7,2019
242,10,2,1275,13,2011
662,44,2,2502,10,2006
197,268,5,1076,2,2000
479,59,3,1595,6,2015
792,256,3,2477,15,2006
574,321,5,247,1,2010
976,125,1,2651,6,2002
404,250,3,1234,12,2002
752,114,5,1269,3,2018
901,65,5,213,14,2012
182,401,4,1690,7,2003
524,247,3,1264,11,2001
519,395,3,1667,7,2002
894,49,3,2607,6,2009
921,100,1,575,14,2018
188,127,3,750,15,2015
316,413,3,2149,7,2000
801,473,5,2046,15,2004
39,34,4,805,9,2001
215,203,5,595,14,2016
831,311,5,2274,13,2017
624,35,1,834,3,2005
486,420,3,244,11,2015
296,46,3,1221,9,2016
889,1,3,1479,5,2018
425,136,5,1171,11,2003
828,308,2,2397,13,2001
413,398,5,2745,10,2013
822,432,3,2712,0,2019
205,401,3,2979,14,2015
426,5,3,2549,4,2006
404,129,2,615,1,2003
350,174,2,2239,8,2006
411,258,3,1221,0,2015
793,270,3,2734,1,2009
194,226,1,2817,9,2012
459,206,1,125,6,2006
172,173,3,1701,5,2017
114,67,5,700,0,2008
26,472,1,228,12,2005
680,326,5,339,15,2017
631,373,1,338,5,2005
886,476,4,1108,9,2005
836,308,3,1567,4,2000
138,324,2,2443,2,2019
492,445,1,1570,4,2008
361,489,2,983,8,2019
298,359,3,2659,14,2009
127,298,1,2152,1,2016
19,468,2,787,8,2005
626,40,1,2976,2,2003
234,376,5,2312,8,2007
296,447,5,2520,4,2014
761,411,3,1305,4,2006
585,74,4,1994,4,2021
30,317,4,1338,5,2013
216,400,5,2657,6,2006
638,426,3,945,4,2002
233,122,4,214,9,2010
94,457,3,362,1,2016
136,279,4,1134,1,2007
636,75,5,1557,3,2018
47,18,4,2192,11,2018
528,318,5,2230,3,2017
432,272,4,121,15,2003
969,396,5,2997,5,2005
595,460,2,1060,9,2017
733,222,2,898,3,2014
411,18,1,2690,0,2014
445,46,1,1454,11,2001
781,500,1,2654,9,2006
539,6,3,2318,10,2008
563,217,1,1007,1,2005
70,11,1,2891,11,2003
509,488,1,1663,4,2015
550,350,5,571,1,2012
945,67,5,317,10,2021
71,478,5,111,0,2002
475,432,5,2408,11,2021
179,460,3,2124,3,2016
261,88,5,2609,2,2006
505,96,2,94,10,2004
609,372,1,2478,7,2017
459,269,4,2843,4,2002
744,390,5,1945,1,2018
687,157,3,1120,5,2007
716,500,1,2997,15,2005
460,83,2,953,10,2018
431,471,2,1012,0,2006
274,13,2,1817,14,2021
579,257,2,787,7,2009
296,200,5,1614,14,2014
453,264,2,2120,0,2007
953,441,1,2682,5,2005
403,164,5,2205,0,2007
702,90,1,1568,6,2005
80,448,1,1508,9,2007
768,385,2,2812,5,2011
933,192,3,32,6,2017
702,263,3,1950,15,2008
669,50,5,391,8,2001
736,361,4,871,15,2015
784,136,2,2618,3,2021
70,121,1,2290,11,2012
849,352,5,468,4,2017
528,422,4,2334,5,2019
114,389,1,2514,11,2003
780,452,5,2837,11,2011
331,343,2,1936,1,2005
464,384,5,2066,6,2005
759,208,1,872,14,2000
947,111,1,288,5,2008
992,466,5,1379,12,2008
826,223,1,2823,6,2006
647,480,2,2561,0,2013
371,434,2,1362,12,2013
885,102,4,980,13,2021
516,442,1,1291,3,2017
742,353,5,656,7,2011
778,330,2,1809,8,2017
379,30,1,1414,7,2004
125,221,3,2977,12,2010
245,173,5,2007,8,2019
322,291,4,1022,11,2013
534,226,3,1627,6,2006
944,327,1,1491,15,2003
365,154,2,967,15,2005
309,376,1,331,14,2016
640,378,4,2896,5,2002
740,500,2,2299,14,2017
692,414,2,1020,6,2008
738,128,1,1839,1,2005
627,170,1,1902,12,2007
801,463,4,1254,4,2005
23,143,3,802,11,2016
622,321,2,2004,9,2008
488,12,5,1261,9,2001
218,184,2,2618,6,2018
617,203,3,1881,7,2017
364,4,3,1709,9,2003
834,288,4,1401,9,2012
572,355,1,2497,1,2000
174,186,4,2160,1,2011
778,132,1,1126,4,2003
463,131,2,2660,10,2016
304,55,1,2187,14,2002
511,120,3,748,11,2010
743,318,2,2612,1,2008
293,199,2,1390,5,2012
139,176,5,2655,7,2009
220,72,5,962,1,2014
971,112,3,1303,13,2007
751,370,3,165,5,2015
152,133,5,2889,3,2012
489,449,2,1395,7,2020
384,76,2,1197,15,2006
349,154,3,412,13,2001
282,327,5,134,0,2002
446,430,5,113,15,2012
154,433,3,1878,3,2010
227,408,2,1007,12,2001
263,75,3,2930,14,2010
847,162,3,1970,12,2011
103,72,1,1288,2,2000
45,369,3,492,11,2011
86,260,4,1565,6,2019
43,269,4,1782,3,2015
655,404,4,2976,1,2006
858,277,2,1434,11,2002
816,371,1,889,5,2004
123,421,3,1788,14,2013
151,286,1,1190,8,2013
451,407,5,2573,8,2018
518,246,2,2364,15,2014
957,312,3,2978,12,2006
574,451,1,2588,12,2015
952,487,3,2397,7,2011
180,285,5,2881,11,2002
169,373,1,1076,2,2018
99,485,3,1954,3,2020
191,86,1,1494,1,2014
934,17,2,2879,11,2000
182,205,3,534,15,2003
171,33,3,322,5,2004
611,194,1,205,12,2012
789,208,4,62,10,2020
263,320,5,1708,15,2005
312,215,2,1741,14,2015
410,289,4,1443,3,2011
977,450,4,1331,14,2019
682,140,3,318,12,2015
761,6,3,2024,9,2009
16,317,5,2010,12,2016
285,131,4,1869,1,2017
253,378,1,910,9,2007
992,112,5,2761,7,2016
901,32,5,718,8,2020
431,182,4,1097,14,2001
282,449,4,2867,7,2016
835,40,3,2212,11,2004
845,356,2,2075,5,2015
313,222,5,879,12,2011
147,75,3,2635,2,2005
567,172,5,2343,4,2018
369,116,5,27,1,2001
298,156,1,2276,7,2006
822,432,4,2765,8,2001
799,35,5,1379,2,2002
20,358,3,1341,13,2018
384,114,5,2497,6,2019
882,39,2,475,3,2016
997,170,5,1927,4,2007
218,279,1,2260,14,2012
621,300,2,71,4,2000
1,117,1,2514,6,2019
303,91,3,1134,4,2001
886,134,4,2046,12,2021
420,354,5,894,14,2003
192,469,3,2822,13,2020
640,496,1,747,3,2000
227,180,3,478,14,2010
464,61,4,2856,13,2011
559,205,5,347,8,2010
645,278,3,1586,2,2018
756,181,4,358,13,2019
18,139,4,2356,13,2015
450,425,1,2053,9,2001
490,63,2,171,6,2017
875,395,5,2221,12,2018
539,454,4,2156,13,2010
181,19,3,2227,12,2007
965,326,2,2434,1,2010
81,74,3,1500,14,2003
546,150,5,2555,2,2021
350,406,3,2429,4,2020
714,208,4,551,6,2014
90,463,5,2979,2,2018
436,403,3,2071,9,2011
317,66,4,1145,0,2015
652,332,2,1871,10,2015
934,315,1,1491,11,2014
33,314,3,1266,15,2016
607,256,2,1045,15,2018
60,373,5,580,15,2006
654,255,1,2950,15,2018
159,58,2,1456,12,2008
473,468,4,2180,13,2020
542,172,5,2551,2,2017
338,2,1,512,14,2006
476,244,3,2875,11,2012
755,480,5,2381,8,2016
685,205,2,2471,11,2021
859,195,4,358,14,2011
475,11,3,2044,8,2020
400,25,2,1077,5,2014
531,42,5,2567,6,2000
279,267,3,2237,14,2013
910,332,4,805,11,2000
841,331,3,1439,4,2012
338,218,2,176,10,2019
321,324,5,1295,1,2011
589,316,2,1210,1,2009
628,182,4,2562,10,2001
563,183,3,796,0,2005
750,174,1,2027,5,2014
821,86,5,1212,8,2019
729,148,5,1720,8,2006
910,320,5,1826,10,2006
978,20,3,2489,2,2014
545,381,1,391,5,2021
267,391,1,1769,9,2002
952,66,2,2952,14,2020
622,367,1,1463,12,2019
194,113,4,1938,11,2008
519,79,5,2210,10,2004
152,161,4,1643,5,2017
655,218,1,2625,10,2016
865,32,1,1386,6,2016
371,198,5,2753,6,2006
965,280,2,475,3,2018
76,269,3,1466,0,2016
131,25,3,476,2,2002
896,386,2,1609,12,2002
603,127,3,641,10,2007
430,387,1,2403,4,2004
574,197,2,1768,0,2021
204,39,3,668,11,2001
573,272,3,2313,2,2017
497,438,4,2069,11,2004
923,341,1,2824,14,2013
984,457,4,884,1,2013
473,303,3,386,14,2016
682,237,4,551,8,2003
501,279,2,2699,11,2000
171,42,2,112,9,2016
181,347,3,1192,7,2010
495,41,4,2353,9,2020
303,98,1,1709,4,2007
337,235,3,1971,7,2016
299,130,2,1160,11,2007
849,434,4,2403,9,2015
941,206,3,1774,3,2008
358,73,5,1615,6,2013
44,169,1,1722,7,2001
72,246,1,1555,2,2016
268,93,2,226,6,2003
410,81,1,872,12,2018
316,414,2,1766,0,2000
707,184,1,1857,9,2006
225,147,4,1858,9,2018
52,128,3,1129,7,2014
127,6,1,980,10,2017
88,398,2,2306,7,2018
812,118,3,1631,13,2013
94,319,4,2466,15,2005
746,203,3,1621,7,2014
301,235,4,2284,4,2008
737,335,2,456,10,2002
833,103,2,1153,12,2011
507,152,3,1164,5,2012
95,310,3,1948,9,2004
589,93,4,343,15,2014
346,190,4,2152,0,2006
84,189,5,2013,7,2009
18,106,3,1612,1,2020
929,358,4,2219,0,2008
879,66,1,1004,14,2015
577,209,2,106,10,2011
910,205,1,2036,15,2000
383,7,5,723,12,2005
762,331,4,2208,7,2009
115,144,2,994,1,2021
983,301,4,1824,3,2016
512,65,1,962,3,2021
303,468,5,2413,0,2016
976,232,4,1687,11,2011
316,127,5,446,2,2005
143,14,4,2037,6,2009
314,486,3,2101,11,2008
858,273,4,2676,5,2007
104,278,5,73,4,2019
570,387,1,1775,15,2000
495,32,5,2845,15,2013
305,109,5,2667,7,2001
69,437,1,1445,12,2000
726,490,2,2264,4,2013
872,161,5,890,13,2021
873,182,3,593,1,2014
340,350,3,861,2,2007
567,136,2,1636,9,2018
551,369,5,1288,13,2021
506,105,1,2962,5,2006
940,351,1,404,7,2021
10,351,2,397,15,2010
468,102,4,900,15,2016
993,423,3,2805,4,2011
176,244,1,1551,3,2019
271,498,5,968,4,2015
299,42,1,2302,14,2005
20,285,1,785,10,2009
219,484,4,2703,9,2010
155,18,2,1119,7,2017
729,321,4,174,8,2010
707,420,2,1725,9,2001
657,362,5,2969,2,2006
199,405,3,688,15,2001
317,317,1,954,0,2019
878,492,3,1757,3,2003
205,354,5,457,9,2020
715,361,4,657,12,2018
310,298,1,531,5,2019
34,409,1,2197,14,2019
762,288,3,1634,1,2006
780,489,5,2712,10,2008
33,149,3,932,15,2018
746,166,5,1986,2,2002
736,96,3,2923,14,2003
773,222,2,1435,3,2007
158,495,1,1890,15,2018
452,415,1,1369,14,2013
179,306,3,2900,6,2013
927,493,2,1521,1,2014
721,28,5,445,4,2019
281,442,1,2073,8,2010
339,497,2,642,12,2015
612,63,2,1054,5,2016
122,55,3,539,15,2000
115,256,5,2433,2,2018
166,98,5,2972,10,2011
842,65,5,927,10,2020
214,7,3,2600,7,2000
367,208,1,2644,0,2001
591,366,2,1430,8,2000
55,386,2,117,13,2011
911,113,3,1878,8,2011
359,96,2,819,11,2000
547,189,1,876,5,2007
844,472,4,1775,4,2002
622,65,5,293,0,2006
311,159,2,1881,11,2016
278,487,4,2168,14,2020
831,183,5,2451,6,2009
691,149,2,1929,2,2000
821,55,2,1760,6,2020
179,430,2,991,9,2001
594,191,5,2687,14,2000
566,457,3,276,6,2020
563,158,2,1209,6,2021
556,106,1,1561,6,2002
207,402,5,2260,11,2017
786,250,1,2761,15,2017
827,288,3,90,10,2001
75,414,2,106,9,2013
731,449,3,1570,1,2017
69,7,2,1802,13,2004
517,57,5,774,13,2000
761,156,4,1589,12,2015
969,50,5,784,1,2002
474,26,5,835,3,2004
911,276,1,2542,7,2016
670,306,5,1554,13,2012
175,62,2,520,10,2014
334,425,3,93,1,2003
11,185,3,1446,9,2002
478,183,2,2843,14,2019
128,374,5,2,13,2015
409,7,4,2594,1,2012
808,371,1,84,10,2021
106,78,2,354,10,2021
270,392,5,422,14,2008
184,34,2,2617,0,2004
741,356,2,175,2,2002
690,345,3,1683,5,2017
793,107,5,372,1,2005
224,374,1,2435,1,2012
399,77,2,2333,5,2002
23,77,2,1985,7,2008
950,285,4,2754,7,2007
142,224,2,2695,11,2004
416,491,5,1390,0,2018
947,393,4,1408,0,2001
277,158,1,2319,6,2017
135,116,4,608,2,2018
58,426,4,2946,1,2020
634,484,3,890,15,2008
186,44,3,1148,7,2011
397,265,4,2831,5,2015
539,184,2,2495,0,2010
406,13,2,2877,9,2006
34,113,5,80,9,2003
569,22,1,2337,8,2015
124,288,3,2919,4,2005
584,334,5,1137,14,2001
638,462,3,2431,10,2011
190,496,2,1523,9,2005
734,286,1,936,1,2009
278,365,2,320,8,2007
840,379,3,1513,15,2020
304,147,2,2938,15,2018
899,93,4,905,14,2009
81,82,4,2935,8,2013
449,389,3,583,10,2021
211,321,1,1122,13,2015
259,49,2,2800,13,2001
927,478,5,98,3,2014
707,388,1,1731,2,2012
213,452,5,2871,1,2006
769,247,4,556,13,2019
549,364,2,507,2,2006
271,491,1,2566,9,2004
230,171,4,1091,2,2020
222,417,3,126,12,2011
691,348,4,424,7,2015
593,314,5,1036,7,2001
732,111,5,2709,6,2002
620,171,1,2160,15,2018
571,348,3,2785,12,2014
67,411,1,2915,1,2008
345,156,3,2505,3,2004
213,499,2,1471,7,2020
529,96,2,2243,11,2001
608,243,5,1256,6,2017
137,376,2,396,13,2016
10,245,4,362,7,2018
879,469,2,291,10,2008
388,381,4,1273,14,2004
510,44,1,1045,0,2015
633,121,4,119,15,2009
602,355,4,2847,10,2018
781,158,1,2976,7,2014
36,325,4,421,12,2020
187,453,1,1527,15,2008
349,462,1,1948,9,2017
381,484,4,7,4,2009
235,36,2,1322,15,2008
867,279,1,1485,0,2004
901,5,5,780,6,2013
173,170,1,2176,11,2004
384,335,3,784,8,2016
15,351,1,1470,0,2014
525,136,2,2482,1,2010
607,461,5,2747,2,2010
909,318,2,2486,6,2003
886,248,3,848,3,2007
763,26,5,2979,14,2011
966,215,5,1427,10,2005
221,194,5,1580,7,2011
209,345,2,1031,3,2019
941,121,4,918,2,2021
338,171,5,684,2,2004
799,496,2,24,3,2013
574,370,1,280,4,2009
742,142,5,962,14,2013
342,49,4,132,2,2020
957,126,1,1744,6,2000
204,85,5,49,12,2016
592,321,2,2517,3,2004
186,460,4,1766,4,2010
872,494,2,2451,12,2008
296,416,5,1686,0,2004
341,172,4,947,7,2001
734,298,2,112,4,2005
625,232,1,2442,2,2020
663,251,5,1560,11,2004
700,402,5,1390,3,2010
369,375,1,347,3,2010
450,9,1,2457,3,2014
340,426,2,2895,7,2011
603,107,1,833,10,2006
265,154,3,1186,12,2003
144,442,4,5,3,2005
983,31,1,2097,12,2012
349,219,3,2547,4,2003
386,49,2,2167,2,2005
880,454,3,1978,8,2003
601,306,5,2652,10,2002
563,92,5,128,5,2018
578,9,3,2923,15,2005
108,351,1,80,6,2003
973,476,5,223,11,2005
804,242,5,81,2,2015
787,453,2,660,11,2016
895,300,5,1384,11,2014
39,313,4,497,1,2014
346,72,4,2802,7,2005
763,101,4,2963,14,2008
456,228,1,1566,8,2003
814,306,2,2254,6,2013
889,260,1,176,2,2018
555,60,3,945,5,2016
548,436,5,2672,6,2014
351,338,2,1150,14,2017
549,401,5,561,5,2007
699,310,3,1273,0,2011
665,155,1,533,1,2003
172,105,3,1830,8,2003
791,303,5,2338,11,2019
170,175,2,2050,5,2016
27,102,1,130,5,2001
205,464,3,2021,13,2018
915,306,2,2728,11,2007
185,402,1,1383,10,2002
535,364,5,2353,4,2021
937,319,1,1430,7,2009
473,247,3,2288,1,2019
362,1,3,266,14,2015
685,163,1,2643,1,2013
142,237,3,2605,8,2006
305,294,3,964,7,2010
457,107,1,2446,8,2008
332,303,1,1939,8,2014
727,182,5,968,15,2000
311,346,2,328,5,2021
782,20,2,1476,1,2018
639,211,5,829,13,2009
643,104,1,1979,13,2021
246,164,2,2433,1,2007
330,160,5,1967,8,2000
827,379,1,1839,3,2020
610,147,4,893,2,2012
82,124,5,1470,2,2000
451,316,1,1706,7,2004
969,335,1,1399,3,2003
847,14,5,1243,0,2007
554,467,1,976,6,2005
868,92,3,2987,6,2016
396,467,4,435,1,2015
898,207,4,1409,13,2002
789,289,3,2607,1,2015
789,396,3,1680,1,2019
248,302,1,203,10,2012
490,138,3,1662,8,2016
756,123,3,987,9,2019
672,151,5,901,6,2005
327,83,3,2681,10,2004
231,207,3,304,6,2011
50,302,1,2802,3,2018
16,486,1,650,3,2003
309,174,4,1756,14,2002
981,426,4,1269,8,2012
671,439,5,731,15,2011
425,238,2,1572,7,2016
503,188,1,1907,1,2002
644,232,3,2371,15,2001
11,229,2,1702,7,2020
955,103,5,779,5,2006
459,417,5,1425,6,2009
561,267,5,637,9,2021
618,217,5,1158,11,2020
120,498,1,1487,4,2011
857,239,3,1574,10,2016
129,373,4,1265,4,2013
754,437,2,656,9,2013
328,276,5,2547,0,2004
244,240,3,2496,12,2003
418,381,3,2893,9,2000
60,423,5,2578,1,2004
689,261,1,1449,8,2001
704,309,1,1844,0,2010
826,172,2,1931,14,2010
503,253,3,1044,7,2018
349,451,1,2618,8,2006
861,75,4,1865,3,2014
501,452,2,2489,10,2002
281,499,2,1788,15,2019
364,110,2,755,5,2004
358,333,4,979,11,2002
986,90,1,59,8,2010
840,307,5,373,5,2020
332,109,3,2365,9,2010
607,465,3,1328,7,2008
399,246,4,1473,4,2004
599,20,2,2004,11,2008
702,420,2,2010,2,2020
352,435,4,1810,0,2015
118,419,1,808,8,2016
378,183,4,1332,6,2002
702,85,2,1171,15,2003
485,445,4,2710,1,2012
232,312,3,2883,7,2003
33,126,2,1850,10,2011
80,276,1,9,2,2001
379,281,2,952,5,2013
735,337,5,1530,7,2006
693,456,4,1068,7,2016
765,400,1,1722,1,2010
418,34,3,2762,4,2002
809,198,3,2653,11,2010
682,130,3,743,2,2010
953,92,2,1163,11,2014
870,371,3,2802,10,2003
495,465,3,1553,14,2020
550,437,5,2652,12,2009
605,352,3,2377,11,2002
744,430,4,1915,0,2017
906,302,1,2125,11,2012
653,242,1,1096,3,2021
579,482,2,554,5,2005
55,97,2,2441,4,2018
879,126,4,553,11,2013
890,421,3,2277,15,2007
223,332,3,1840,12,2000
520,172,2,824,9,2011
325,204,4,977,7,2013
634,238,3,2146,5,2001
114,214,2,321,5,2006
295,116,4,1260,0,2009
808,306,3,1662,6,2013
811,292,5,1000,1,2021
266,499,2,1765,4,2012
137,498,5,967,0,2004
319,298,5,204,13,2005
121,170,4,1878,7,2006
364,274,5,2230,13,2003
436,350,2,2439,2,2011
918,482,5,2967,5,2017
599,188,4,2577,2,2016
396,272,3,966,14,2011
217,41,2,2199,11,2018
216,315,2,2931,6,2004
164,362,4,1306,5,2003
825,442,4,225,11,2007
340,227,3,563,13,2018
603,217,2,1828,6,2011
991,332,2,2433,4,2013
62,91,3,2491,5,2018
928,40,3,118,10,2004
979,238,1,28,10,2009
287,137,1,2923,11,2006
118,492,3,444,7,2016
953,226,3,1690,9,2016
321,468,3,2323,3,2002
303,354,3,2336,9,2019
734,169,1,754,3,2020
525,471,3,2495,6,2005
889,489,2,1978,9,2007
855,212,1,925,3,2021
743,369,1,2942,0,2016
654,466,5,775,6,2019
579,265,2,2133,4,2009
188,297,3,2519,3,2012
829,323,5,2434,11,2002
964,249,2,1238,2,2000
45,101,3,2642,4,2000
983,241,1,2696,1,2005
577,427,4,2215,13,2016
380,223,5,2688,1,2015
588,60,5,1082,4,2015
417,201,3,1499,11,2005
176,381,3,2790,6,2005
601,294,2,155,8,2005
876,133,1,1122,11,2012
65,465,4,730,1,2014
237,31,2,1313,11,2000
472,22,4,1565,4,2009
21,30,3,772,8,2015
215,250,4,978,3,2010
755,311,5,635,10,2019
932,426,4,734,9,2016
378,88,1,1880,8,2016
534,474,5,2568,11,2007
996,24,4,2913,10,2009
82,453,4,232,13,2010
826,4,1,598,13,2008
255,452,5,2629,3,2013
190,170,5,2987,9,2010
131,198,1,113,8,2002
922,112,1,2751,7,2016
823,254,3,79,6,2012
135,70,5,909,2,2019
109,63,2,106,14,2017
498,248,5,623,9,2003
347,209,4,2891,3,2002
513,257,5,247,2,2000
890,226,5,2545,13,2005
818,280,5,2406,2,2003
691,129,4,2746,14,2000
651,65,5,325,12,2003
182,496,2,2799,7,2018
676,164,4,1759,11,2017
165,449,3,2287,2,2006
772,412,3,893,6,2000
115,143,4,207,2,2016
441,19,3,2354,13,2002
799,34,4,1931,13,2011
179,279,5,1639,8,2014
705,234,4,1361,13,2014
272,297,1,2167,12,2005
520,398,4,235,9,2020
76,446,4,2584,8,2003
162,172,3,258,7,2011
994,86,5,647,11,2014
22,292,1,2929,11,2013
905,346,4,2193,14,2002
944,66,3,2905,0,2006
670,381,4,963,9,2010
626,16,3,2522,8,2010
917,77,3,1692,10,2015
617,161,4,770,1,2019
916,347,2,1365,0,2016
541,393,3,1079,6,2008
768,64,5,2863,13,2004
294,311,4,2194,11,2015
433,333,2,2634,13,2017
517,439,5,1666,9,2012
719,411,4,2022,7,2012
711,97,1,489,4,2017
721,77,3,859,14,2020
212,369,1,1685,6,2015
682,324,4,2527,3,2014
55,92,1,481,9,2006
122,470,1,1267,10,2009
692,255,2,1291,13,2019
452,491,2,1926,15,2009
129,416,1,520,6,2009
847,156,4,822,6,2000
997,116,4,301,3,2001
845,477,1,213,7,2007
871,450,4,952,15,2020
800,439,1,1762,15,2000
810,85,4,357,5,2006
745,173,2,1927,5,2002
931,72,4,2514,14,2009
210,456,5,1536,7,2006
520,169,2,2436,14,2017
809,270,4,1969,2,2020
100,218,2,1706,1,2021
207,44,5,2506,5,2000
562,266,2,653,14,2010
768,201,5,536,9,2018
254,178,1,1992,0,2017
864,107,5,280,1,2001
333,208,2,1458,1,2013
225,27,2,21,10,2014
345,177,2,2400,14,2017
605,303,2,2062,2,2011
818,284,2,2832,3,2004
608,196,3,1100,6,2003
360,123,2,917,11,2017
235,84,3,2429,11,2010
965,50,4,974,4,2000
65,209,3,450,1,2019
845,134,1,2008,2,2005
332,360,2,2687,10,2021
422,358,3,549,5,2020
246,472,4,977,14,2012
631,139,1,770,4,2000
274,121,1,2310,3,2012
377,393,1,2190,0,2011
275,189,1,1500,8,2019
184,294,4,126,12,2000
998,226,2,2914,5,2005
897,167,1,828,15,2012
686,346,1,687,9,2011
23,8,2,549,1,2010
237,227,1,815,1,2021
311,114,2,1578,4,2010
996,24,1,2271,4,2005
75,153,2,1408,3,2014
742,401,1,983,14,2004
477,90,1,1026,5,2020
720,290,1,210,13,2014
843,158,3,2209,8,2007
203,161,2,1677,2,2020
591,490,4,489,7,2003
512,70,3,2192,5,2008
817,46,3,1666,0,2001
344,223,5,1706,3,2001
599,245,4,1105,13,2007
147,103,5,2326,13,2021
283,302,1,1523,4,2011
740,338,4,2727,2,2011
588,163,2,1870,13,2004
192,373,3,1319,6,2018
132,30,5,1738,15,2002
932,333,4,2436,2,2004
587,254,1,2574,2,2003
853,202,2,2153,2,2010
775,9,3,2366,7,2016
418,284,3,587,11,2003
514,17,1,773,10,2005
553,209,3,174,1,2008
311,37,5,638,8,2000
746,165,5,1835,7,2013
937,415,1,1199,8,2000
371,31,2,2815,11,2021
929,195,5,2012,12,2019
429,6,1,2264,3,2019
784,169,3,118,6,2015
632,211,1,1540,9,2003
994,179,1,758,4,2013
163,286,2,1056,14,2009
93,287,3,321,9,2010
532,291,1,2304,8,2013
681,346,5,362,6,2010
745,110,2,2442,1,2008
873,173,5,1654,7,2016
252,244,3,441,14,2006
354,378,2,1861,5,2020
749,299,3,1452,8,2017
12,312,4,1191,4,2018
539,364,4,2715,10,2008
444,434,3,9,8,2009
626,436,1,1806,15,2002
878,496,5,1851,8,2010
977,82,5,2192,11,2019
92,485,2,791,1,2001
284,416,3,1331,9,2000
939,93,2,2962,14,2008
373,487,1,2067,13,2010
572,153,2,1606,14,2011
420,105,5,2543,5,2015
796,53,3,589,13,2013
353,65,1,1340,15,2005
751,281,1,1560,2,2018
869,451,3,315,6,2015
156,206,4,2922,6,2013
132,185,3,1276,1,2003
140,107,5,2721,6,2007
611,273,4,1710,1,2014
865,221,4,329,1,2001
911,488,4,2714,1,2014
358,259,5,2737,7,2009
51,13,2,2719,4,2000
267,25,2,163,7,2012
468,482,1,503,2,2008
944,364,2,1304,8,2000
947,324,2,250,15,2011
956,151,1,1735,14,2015
11,254,1,2879,6,2000
234,234,1,343,0,2020
551,270,2,2955,7,2017
661,105,1,159,4,2000
899,321,2,912,0,2001
658,217,3,2170,2,2015
776,253,3,408,5,2019
624,480,3,829,3,2016
663,223,2,2369,12,2021
441,314,3,1068,10,2014
542,17,3,2355,10,2010
350,399,1,374,14,2007
191,124,5,1056,1,2003
576,234,2,1072,0,2009
455,460,4,458,14,2020
869,141,3,2671,1,2000
906,154,3,2073,12,2007
701,142,3,1591,13,2016
552,361,3,2687,1,2011
610,138,1,532,14,2017
778,246,5,2537,10,2008
534,404,4,1723,12,2003
965,11,5,2494,7,2010
685,324,2,2037,3,2010
359,100,3,1842,11,2003
383,93,4,1583,12,2015
875,76,3,2593,14,2002
591,419,2,1184,8,2016
499,425,3,1125,6,2001
848,153,3,2137,11,2018
93,13,5,1314,1,2004
950,131,1,2411,10,2004
213,240,1,771,14,2002
358,472,4,199,7,2019
593,101,2,1069,12,2005
679,372,3,1886,2,2006
939,256,2,1781,9,2004
368,179,3,2394,2,2006
991,384,5,1074,5,2013
294,179,3,2525,10,2011
219,161,3,1423,9,2007
670,388,5,2466,9,2016
98,165,2,106,10,2000
873,162,4,1019,14,2009
125,489,1,2099,2,2019
650,181,4,1346,14,2016
387,177,4,2275,0,2020
473,181,2,737,15,2000
758,330,2,877,14,2013
219,464,3,2750,15,2001
443,207,2,1242,3,2019
838,284,1,2598,1,2015
768,352,3,2218,11,2009
76,225,1,1781,8,2014
260,498,1,2289,0,2001
732,89,3,2527,14,2005
575,13,2,536,5,2010
2,140,4,2163,5,2000
172,89,4,361,3,2013
40,222,4,9,2,2018
889,132,3,2647,15,2005
417,297,2,1506,8,2018
635,202,5,1207,0,2011
501,440,2,2663,7,2008
